"","row","col","value"
"1",1,1,0
"2",2,1,8.54509092124498
"3",3,1,9.39490894405145
"4",4,1,9.77524541534482
"5",5,1,9.00498415682201
"6",6,1,9.05163769487448
"7",7,1,8.37870841114336
"8",8,1,8.8901165243397
"9",9,1,9.08927710270797
"10",10,1,8.66180638349255
"11",11,1,9.00147065286625
"12",12,1,8.90311587610485
"13",13,1,9.07494446935963
"14",14,1,9.0831569255518
"15",15,1,8.49002819562806
"16",16,1,8.48728437730077
"17",17,1,9.56105983888028
"18",18,1,8.9823981606784
"19",19,1,9.06991386934063
"20",20,1,8.52266046978489
"21",21,1,8.97603943186127
"22",22,1,8.68077119505856
"23",23,1,9.15875744909521
"24",24,1,8.87978030223199
"25",25,1,8.93787165271488
"26",26,1,8.80251162199152
"27",27,1,9.83620822107454
"28",28,1,8.81963272106939
"29",29,1,9.50487736700173
"30",30,1,9.39677888625663
"31",31,1,8.91544509626448
"32",32,1,8.84682090705317
"33",33,1,8.63968013113732
"34",34,1,9.32214062984597
"35",35,1,8.58008093142073
"36",36,1,8.84147662510747
"37",37,1,8.915067295595
"38",38,1,8.87311344408818
"39",39,1,9.10828047300168
"40",40,1,9.08191212025873
"41",41,1,9.45822773958581
"42",42,1,8.63491265473641
"43",43,1,10.9378638338777
"44",44,1,9.3438367576408
"45",45,1,9.50720866366192
"46",46,1,8.86176526900573
"47",47,1,9.10680881981381
"48",48,1,8.41833437838003
"49",49,1,9.04477096374856
"50",50,1,8.67792239353183
"51",51,1,15.5867828789295
"52",52,1,16.0757149849517
"53",53,1,15.7790231009591
"54",54,1,16.4015009060271
"55",55,1,15.9517060944446
"56",56,1,15.978379437489
"57",57,1,15.3154881498729
"58",58,1,14.9117117874108
"59",59,1,15.0313258684996
"60",60,1,14.8536386174593
"61",61,1,15.496325785853
"62",62,1,16.0771444247015
"63",63,1,16.493438949375
"64",64,1,16.0264209519632
"65",65,1,17.4117709071347
"66",66,1,15.6844026067553
"67",67,1,15.3220840004427
"68",68,1,15.6058946675663
"69",69,1,14.9293487377066
"70",70,1,14.6763187387046
"71",71,1,16.144002629598
"72",72,1,14.7740783655897
"73",73,1,15.226577792701
"74",74,1,15.0272780310513
"75",75,1,14.9319422378362
"76",76,1,14.861372149464
"77",77,1,14.6751148212033
"78",78,1,14.6412513278094
"79",79,1,15.9995846975654
"80",80,1,15.3107374188378
"81",81,1,15.1682638459871
"82",82,1,16.1347509654147
"83",83,1,15.9519440859682
"84",84,1,15.1403894907077
"85",85,1,15.7136655446892
"86",86,1,16.2473848590434
"87",87,1,15.5281999989715
"88",88,1,14.8471618334628
"89",89,1,15.1660313338234
"90",90,1,15.6326670411426
"91",91,1,16.47579071358
"92",92,1,14.8127070655452
"93",93,1,15.7921212969062
"94",94,1,15.2882999270288
