"","row","col","value"
"1",1,1,0
"2",2,1,10.5859062111623
"3",3,1,11.6923103447005
"4",4,1,11.7172372631562
"5",5,1,11.2444517067763
"6",6,1,11.0383347153818
"7",7,1,10.2633904070572
"8",8,1,10.7861127552994
"9",9,1,11.3801119423363
"10",10,1,11.4307738249593
"11",11,1,11.1923196964308
"12",12,1,12.0785105024623
"13",13,1,11.3712267843425
"14",14,1,11.4539391369701
"15",15,1,11.1810541291932
"16",16,1,11.0566092026866
"17",17,1,12.3143639319737
"18",18,1,11.4306021862322
"19",19,1,10.8389511944031
"20",20,1,10.6570627846875
"21",21,1,11.507939546006
"22",22,1,11.3650343130057
"23",23,1,11.2914035679442
"24",24,1,11.2533994231123
"25",25,1,11.0451995745397
"26",26,1,10.7430107766675
"27",27,1,11.1628075253839
"28",28,1,12.7441263549908
"29",29,1,11.2827985983922
"30",30,1,11.3874129015987
"31",31,1,11.7773785452738
"32",32,1,10.953232473172
"33",33,1,11.2092713376102
"34",34,1,9.98547293520912
"35",35,1,11.2959324929002
"36",36,1,11.1646995718735
"37",37,1,11.248092788452
"38",38,1,10.9087917660792
"39",39,1,10.4948052193915
"40",40,1,10.8281250737985
"41",41,1,11.5929120055694
"42",42,1,10.9093583013695
"43",43,1,10.3600390814819
"44",44,1,11.3248818898778
"45",45,1,11.0560235580089
"46",46,1,11.4363864368236
"47",47,1,10.915937445335
"48",48,1,12.1893733583935
"49",49,1,11.1213140125783
"50",50,1,11.9305307844176
"51",51,1,16.226446876759
"52",52,1,14.8252940505524
"53",53,1,15.9298389259923
"54",54,1,15.6922362215424
"55",55,1,16.4610017899869
"56",56,1,16.3815556007351
"57",57,1,16.475550407811
"58",58,1,16.3272660116067
"59",59,1,15.6711721714567
"60",60,1,15.3121014254344
"61",61,1,16.9662785774972
"62",62,1,15.6294260998533
"63",63,1,15.7185175043297
"64",64,1,15.9170721640363
"65",65,1,16.4965247497614
"66",66,1,15.1501037518776
"67",67,1,17.4860393395227
"68",68,1,14.8770738416042
"69",69,1,15.5757148724443
"70",70,1,16.9644569441483
"71",71,1,17.0425432639007
"72",72,1,15.8366800976928
"73",73,1,16.2256229374745
"74",74,1,14.8430904759432
"75",75,1,17.0950099997527
"76",76,1,15.1271125532909
"77",77,1,16.3679203648912
"78",78,1,15.9690790115658
"79",79,1,15.8930640380686
"80",80,1,15.9827576301426
"81",81,1,15.5625689259619
"82",82,1,16.0815321274811
"83",83,1,15.8393820687409
"84",84,1,15.2559212084686
"85",85,1,16.4315699844031
"86",86,1,15.327437603223
