compareStrain,vaccineStrain,vaccine_code,Year,Month,Day
MK970023_A_Maryland_22_1_2012,EPI417234_A_Victoria_361_2011,Vic11,2012,12,12
CY148707_A_Boston_DOA2_149_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,9
CY148787_A_Boston_DOA2_161_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,2
CY148923_A_Boston_DOA2_180_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,13
CY149131_A_Boston_DOA2_218_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,15
CY149323_A_Boston_DOA2_245_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,25
CY168094_A_Boston_YGA_00035_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,10
CY168238_A_Boston_YGA_00054_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,24
CY169366_A_Boston_YGA_01115_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,1
CY169798_A_Boston_YGA_01173_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,17
CY169878_A_Boston_YGA_01186_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,21
CY170350_A_Boston_YGA_02039_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,19
CY170574_A_Santa_Clara_YGA_03016_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,17
CY170998_A_Santa_Clara_YGA_03074_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,8
CY171638_A_Chicago_YGA_04135_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,3
CY171734_A_Chicago_YGA_04198_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,23
CY183136_A_Houston_JMM_120_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,8
KT888272_A_Kabul_1514A01305430N_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,7
MK640850_A_China_41678_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,5
MK640851_A_China_41691_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,5
MK818117_A_Maryland_63_5D_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,1,11
KT888280_A_Pristina_1514A06505401N_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,2,6
KT888284_A_Budapest_1514A07805419T_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,2,5
KT888285_A_Budapest_1514A07805832T_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,2,6
MK817973_A_Maryland_178_5D_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,2,7
MK969839_A_Maryland_127_17D_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,2,4
KF034876_A_Suzhou_1275_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,4,4
MK640852_A_China_44381_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,4,9
KT888276_A_Taipei_1514A02605215N_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,5,7
KT888277_A_Taipei_1514A02605215T_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,5,7
EPI614441_A_Switzerland_9715293_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,12,6
MK640853_A_China_51045_2013,EPI417234_A_Victoria_361_2011,Vic11,2013,12,29
LC032990_A_Hokkaido_13H009_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,1,14
LC033126_A_Niigata_13F024_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,1,31
LC033326_A_Nagasaki_13N046_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,1,30
LC033310_A_Nagasaki_13N007_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,1,13
LC033302_A_Nagasaki_13N004_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,1,2
MK640854_A_China_51323_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,1,6
MK640855_A_China_51340_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,1,6
LC032870_A_Kyoto_13K025_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,2,5
LC032886_A_Kyoto_13K054_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,2,13
LC033134_A_Niigata_13F335_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,3,3
MK640856_A_China_55254_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,5,8
MK640857_A_China_55312_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,5,13
KR057629_A_Hawaii_39_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,8,13
KR057691_A_California_18_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,8,8
KT837113_A_California_19_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,9,4
KT837844_A_Colorado_15_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,10,4
KT837873_A_Mississippi_05_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,10,14
KT838103_A_Maryland_28_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,10,14
KT838296_A_Minnesota_28_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,10,18
KT838328_A_Louisiana_11_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,10,21
KY681484_A_Saudi_Arabia_07_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,10,4
CY207882_A_New_York_WC_LVD_14_097_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,11,10
KT838891_A_Georgia_04_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,11,20
KT838993_A_Missouri_11_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,11,18
KT839062_A_Texas_62_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,11,3
KT839395_A_Pennsylvania_49_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,11,28
MK640859_A_China_59100_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,11,14
CY207362_A_New_York_WC_LVD_14_073_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,3
CY207634_A_New_York_WC_LVD_14_094_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,26
KT839657_A_Alabama_10_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,4
KT840076_A_Tennessee_15_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,9
KT840285_A_Virginia_37_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,5
KT840798_A_Massachusetts_23_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,14
KT840865_A_Washington_60_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,23
KT841078_A_California_43_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,23
KY487521_A_Columbia_P0079_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,25
KY615536_A_Columbia_P0112_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,27
MK640865_A_China_60938_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,9
MK640867_A_China_J7525_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,9
MK640868_A_China_J7506_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,9
MK640871_A_China_60701_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,11
MK640877_A_China_61248_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,16
MK640878_A_China_61391_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,18
MK640879_A_China_61007_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,18
MK640881_A_China_60736_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,18
MK640882_A_China_60786_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,18
MK640885_A_China_61309_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,18
MK640887_A_China_61520_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,19
MK640892_A_China_61481_2014,EPI417234_A_Victoria_361_2011,Vic11,2014,12,23
KT835748_A_Maryland_02_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,24
KT835964_A_California_20_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,20
KT836015_A_North_Carolina_25_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,25
KT836198_A_North_Carolina_03_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,20
KT836316_A_West_Virginia_07_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,25
KT836426_A_Iowa_12_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,30
KT841228_A_North_Carolina_06_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,7
KT841571_A_Rhode_Island_05_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,7
KT841585_A_South_Dakota_01_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,5
KT841691_A_Kentucky_01_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,1
KT841712_A_Wisconsin_02_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,6
MK640894_A_China_62885_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,27
MK640895_A_China_62889_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,27
MK640896_A_China_62895_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,1,27
KT842043_A_Indiana_13_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,2,17
KT842079_A_Pennsylvania_05_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,2,6
KT842218_A_Delaware_18_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,2,23
MK640897_A_China_63513_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,2,17
KT842837_A_South_Dakota_35_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,3,14
KT842864_A_North_Dakota_06_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,3,8
KT844048_A_Washington_36_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,5,10
KT843646_A_Alaska_26_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,6,14
KT844075_A_Alaska_69_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,6,26
KT843589_A_Iowa_34_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,7,30
KT844012_A_Iowa_28_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,7,30
MK640899_A_China_66886_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,7,22
KT843896_A_Ohio_26_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,8,17
MK640901_A_China_67013_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,8,24
KU589864_A_New_Hampshire_40_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,9,14
KU590701_A_Ohio_28_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,9,17
KY116931_A_Alaska_232_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,9,9
KY509828_A_Seoul_1595_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,9,14
KY681500_A_Saudi_Arabia_28_2015,EPI417234_A_Victoria_361_2011,Vic11,2015,9,25
EPI686117_A_Hong_Kong_15611_2015,EPI614441_A_Switzerland_9715293_2013,Swtz13,2015,10,19
KU591160_A_Hawaii_68_2015,EPI614441_A_Switzerland_9715293_2013,Swtz13,2015,10,5
KU592163_A_Hawaii_74_2015,EPI614441_A_Switzerland_9715293_2013,Swtz13,2015,10,9
KU592184_A_South_Dakota_39_2015,EPI614441_A_Switzerland_9715293_2013,Swtz13,2015,10,13
KX412042_A_Iowa_45_2015,EPI614441_A_Switzerland_9715293_2013,Swtz13,2015,10,22
KY615571_A_Taipei_0011_2015,EPI614441_A_Switzerland_9715293_2013,Swtz13,2015,12,24
MK640903_A_China_70219_2015,EPI614441_A_Switzerland_9715293_2013,Swtz13,2015,12,25
KX414582_A_Washington_26_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,1,19
KX916993_A_California_12_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,1,12
KY487603_A_Taipei_0020_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,1,5
KY487612_A_Linkou_0081_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,1,26
KY509826_A_Chungbuk_107_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,1,18
KY615384_A_Keelung_0026_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,1,15
MK640906_A_China_71516_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,1,25
KX416429_A_Hawaii_28_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,2,29
KY509827_A_Gyeonggi_458_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,2,22
KX413283_A_Georgia_40_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,3,6
KX416117_A_Washington_47_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,3,14
KX416829_A_Washington_55_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,4,12
KX417005_A_Texas_136_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,4,22
KX918281_A_Kentucky_26_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,4,25
CY264049_A_Arizona_67_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,5,4
CY208845_A_Texas_182_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,8,31
KY115915_A_Nebraska_24_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,9,19
MG984174_A_Shanghai_1_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,9,14
CY211583_A_California_129_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,10,5
CY213847_A_Minnesota_76_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,10,25
CY210604_A_Idaho_41_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,11,22
KY949700_A_Keelung_0082_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,11,30
CY212887_A_California_184_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,13
CY214479_A_Maryland_31_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,19
CY214879_A_California_214_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,31
KY950051_A_Linkou_0186_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,26
MN304051_A_Basel_USB003343_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
MN304056_A_Basel_USB003348_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,30
MN304664_A_Basel_USB001538_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
MN304668_A_Basel_USB002128_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
MN304672_A_Basel_USB002199_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
MN304679_A_Basel_USB002138_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,28
MN304682_A_Basel_USB001546_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,29
MN304690_A_Basel_USB002178_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,29
MN304704_A_Basel_USB001552_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,31
MN304711_A_Basel_USB001562_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,31
CY212895_A_California_187_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,14
CY212631_A_Nevada_55_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,8
CY214207_A_Hawaii_103_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,7
KY949675_A_Linkou_0175_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,12
KY949682_A_Linkou_0191_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,30
KY949699_A_Linkou_0187_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
KY949766_A_Taipei_0088_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,6
KY949786_A_Keelung_0097_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,20
KY949826_A_Taipei_0092_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,19
KY949862_A_Keelung_0089_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,8
KY949934_A_Keelung_0099_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,21
KY949967_A_Linkou_0169_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,2
KY950096_A_Linkou_0181_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,21
KY950133_A_Keelung_0095_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,14
KY950211_A_Linkou_0185_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,24
MF736980_A_Vologda_CRIE_172_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,17
MG856322_A_Karachay_Cherkess_CRIE_296_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,11
MG984518_A_Shanghai_7_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,30
MK640910_A_China_80241_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,6
MN304604_A_Basel_USB002047_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,10
MN304638_A_Basel_USB002088_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,24
MN304643_A_Basel_USB002097_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,25
MN304651_A_Basel_USB002098_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,25
MN304652_A_Basel_USB001532_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,26
MN304663_A_Basel_USB001539_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
MN304667_A_Basel_USB001537_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
MN304687_A_Basel_USB002180_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,29
CY214567_A_West_Virginia_01_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,3
CY218123_A_Wisconsin_08_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,13
CY220132_A_Texas_32_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,31
CY220180_A_New_Jersey_07_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,30
CY223691_A_Maryland_10_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,31
CY224883_A_Arizona_06_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,31
CY242099_A_Florida_29_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,7
MF783012_A_Rochester_U029_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,20
MG984182_A_Shanghai_10_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,10
MG984190_A_Shanghai_11_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,11
MG984198_A_Shanghai_12_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,13
MG984222_A_Shanghai_15_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,22
MG984230_A_Shanghai_16_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,25
MG984238_A_Shanghai_17_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,25
MG984246_A_Shanghai_18_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,26
MG984254_A_Shanghai_19_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,31
MH637557_A_Keelung_0113_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,16
MH637752_A_Linkou_0206_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,17
MK640913_A_China_81105_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,4
MK640914_A_China_81129_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,5
MN304081_A_Basel_USB003378_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,13
MN304158_A_Basel_USB001568_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,2
MN304160_A_Basel_USB002230_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,2
MN304174_A_Basel_USB001581_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,3
MN304184_A_Basel_USB001592_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,4
MN304199_A_Basel_USB001639_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,4
MN304202_A_Basel_USB002304_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,4
MN304206_A_Basel_USB001584_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,4
MN304230_A_Basel_USB002323_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,6
MN304260_A_Basel_USB002443_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,7
MN304284_A_Basel_USB002561_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,9
MN304303_A_Basel_USB002594_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,10
MN304347_A_Basel_USB002671_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,13
MN304376_A_Basel_USB002722_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,17
MN304409_A_Basel_USB002775_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,22
MN304423_A_Basel_USB002825_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,23
MN304459_A_Basel_USB002891_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,29
CY220548_A_Alabama_06_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,7
CY221923_A_Texas_47_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,13
CY223218_A_New_Mexico_11_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,28
CY223707_A_Ohio_05_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,7
CY223731_A_Florida_10_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,8
CY223739_A_Florida_11_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,13
CY225075_A_Georgia_06_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,15
CY228314_A_South_Dakota_11_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,13
CY230042_A_Michigan_30_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,27
CY230282_A_Tennessee_21_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,20
CY230551_A_West_Virginia_09_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,13
CY230855_A_Oregon_14_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,28
MF736996_A_Karachay_Cherkess_CRIE_301_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,28
MG984270_A_Shanghai_20_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,3
MG984278_A_Shanghai_21_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,6
MH637648_A_Taipei_0122_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,2
MH637679_A_Taipei_0123_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,3
MK640915_A_China_81891_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,1
MN304116_A_Basel_USB003451_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,2
MN304117_A_Basel_USB003452_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,2
MN304125_A_Basel_USB003503_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,5
MN304128_A_Basel_USB003507_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,6
MN304483_A_Basel_USB002922_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,1
MN304521_A_Basel_USB002995_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,5
MN304543_A_Basel_USB003034_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,7
MN304587_A_Basel_USB003307_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,25
CY227443_A_Vermont_08_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,3,2
CY227899_A_Delaware_19_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,3,21
CY228698_A_Wisconsin_39_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,3,19
CY228730_A_Arkansas_18_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,3,19
CY230438_A_Delaware_19_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,3,21
MH637456_A_Linkou_0266_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,3,16
CY232473_A_Florida_34_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,4,9
CY232567_A_North_Carolina_27_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,4,5
CY235613_A_Washington_40_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,4,17
CY235685_A_Nevada_12_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,4,25
MH637707_A_Keelung_0161_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,4,7
MG984286_A_Shanghai_29_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,5,16
CY243548_A_Alaska_30_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,6,18
MG984302_A_Shanghai_30_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,6,23
MG984310_A_Shanghai_31_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,6,23
MH637576_A_Linkou_0302_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,6,20
CY242347_A_Florida_50_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,26
CY243675_A_Alaska_46_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,31
CY244478_A_California_60_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,1
MG198917_A_Guangdong_SKLRD01_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,15
MG984318_A_Shanghai_32_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,19
MG984326_A_Shanghai_33_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,25
MG984342_A_Shanghai_35_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,31
MH637447_A_Linkou_0335_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,18
MK159064_A_Jeonbuk_736_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,17
CY245203_A_Arizona_50_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,22
CY245459_A_Hawaii_45_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,22
MG984350_A_Shanghai_36_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,9
MG984358_A_Shanghai_37_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,9
MG984366_A_Shanghai_38_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,11
