"","row","col","value"
"1",1,1,0
"2",2,1,9.91062977694956
"3",3,1,9.75049766336434
"4",4,1,11.0085547828103
"5",5,1,10.1298700328042
"6",6,1,10.3673429874601
"7",7,1,9.79565557883211
"8",8,1,9.9796429738427
"9",9,1,9.58178787706449
"10",10,1,10.0077819928804
"11",11,1,10.1810749745035
"12",12,1,10.6463349868156
"13",13,1,10.3972480808891
"14",14,1,9.86959131719263
"15",15,1,10.0045196180295
"16",16,1,10.3722479390428
"17",17,1,9.47077289791969
"18",18,1,9.69409423839521
"19",19,1,9.96395706082657
"20",20,1,9.81067930682054
"21",21,1,9.83284330888593
"22",22,1,9.75372249435167
"23",23,1,9.66903222983853
"24",24,1,10.4011177918403
"25",25,1,10.6601728639467
"26",26,1,10.5941553921391
"27",27,1,9.98179738965327
"28",28,1,10.366452650059
"29",29,1,10.7652412536271
"30",30,1,10.1357513346663
"31",31,1,10.4197607970626
"32",32,1,10.5347392385912
"33",33,1,9.88339430142842
"34",34,1,10.358553167687
"35",35,1,10.3396082903627
"36",36,1,10.4969033246627
"37",37,1,10.686154174573
"38",38,1,10.3716731818706
"39",39,1,10.1608580345005
"40",40,1,10.5280047139452
"41",41,1,10.0647772148137
"42",42,1,10.6139739073655
"43",43,1,10.9711447009214
"44",44,1,11.0621633447406
"45",45,1,10.3538311112554
"46",46,1,10.9615618526739
"47",47,1,10.3893154570515
"48",48,1,10.2866879313401
"49",49,1,9.93577797050681
"50",50,1,10.6674644594234
"51",51,1,18.5120846725841
"52",52,1,18.1555811326388
"53",53,1,18.1465922577346
"54",54,1,17.7620757762044
"55",55,1,18.0538270327036
"56",56,1,18.157669682063
"57",57,1,18.1985935032405
"58",58,1,18.7501737963709
"59",59,1,18.2492735744205
"60",60,1,18.2735138033168
"61",61,1,18.4130314464296
"62",62,1,18.7315876262303
"63",63,1,18.3744315786853
"64",64,1,18.7675671793417
"65",65,1,18.9099596872496
"66",66,1,19.4992036470245
"67",67,1,18.6758438718187
"68",68,1,19.0682613015507
"69",69,1,18.2652801654846
"70",70,1,18.8848235767571
"71",71,1,18.6501136142223
"72",72,1,19.2124089383824
"73",73,1,18.4376759111447
"74",74,1,19.3571403374154
"75",75,1,19.2764889435352
"76",76,1,18.3674231288408
"77",77,1,18.9052556746996
"78",78,1,18.0620346432721
"79",79,1,18.6787040475701
"80",80,1,18.3592528523519
"81",81,1,18.71214225335
"82",82,1,18.0402346171918
"83",83,1,18.6083958106599
"84",84,1,19.6341054453489
"85",85,1,18.6794500793847
"86",86,1,19.1805490871149
"87",87,1,18.559751760007
"88",88,1,18.8838172263705
"89",89,1,18.3480014493192
"90",90,1,18.1126328660464
"91",91,1,18.7156320221275
"92",92,1,17.7933948778172
"93",93,1,18.595844544256
"94",94,1,18.5035598384874
"95",95,1,17.8950377755483
"96",96,1,18.7927165845714
"97",97,1,17.9697990162091
"98",98,1,17.9190331993774
"99",99,1,18.0472976511999
"100",100,1,18.2414237246126
"101",1,2,9.91062977694956
"102",2,2,0
"103",3,2,9.70063111266721
"104",4,2,10.4398478041062
"105",5,2,10.4078860339483
"106",6,2,10.4873405190579
"107",7,2,10.5107668880479
"108",8,2,10.6234531158034
"109",9,2,10.2838497766004
"110",10,2,10.375573129628
"111",11,2,10.7080479688738
"112",12,2,10.4212840850302
"113",13,2,10.4845051559401
"114",14,2,10.3727548476967
"115",15,2,10.1423922446193
"116",16,2,10.0472658462226
"117",17,2,10.1749612616422
"118",18,2,10.3804822985279
"119",19,2,10.5103515432307
"120",20,2,10.5034467390627
"121",21,2,10.4076246726185
"122",22,2,10.4055713404156
"123",23,2,10.0982148979432
"124",24,2,10.9792591196406
"125",25,2,11.2236193423398
"126",26,2,11.2702225632544
"127",27,2,10.5614089895178
"128",28,2,10.4215628646983
"129",29,2,10.4483376495239
"130",30,2,10.7225794322877
"131",31,2,10.6911149913358
"132",32,2,10.7817977563099
"133",33,2,10.4702590456859
"134",34,2,11.051943757742
"135",35,2,10.6631836048636
"136",36,2,10.5454627399082
"137",37,2,11.5566327842698
"138",38,2,10.4846624842537
"139",39,2,10.4834991090107
"140",40,2,11.1263830102204
"141",41,2,10.6196978947353
"142",42,2,11.0449945136907
"143",43,2,11.6148461485473
"144",44,2,11.3009446441603
"145",45,2,10.3859491648623
"146",46,2,10.8801658590644
"147",47,2,10.7826080188248
"148",48,2,10.9650435107539
"149",49,2,10.5604837455005
"150",50,2,10.9389723456765
"151",51,2,18.742795913835
"152",52,2,18.3722912640593
"153",53,2,18.3018557025289
"154",54,2,17.8595354975347
"155",55,2,18.2024962269214
"156",56,2,18.2121622055231
"157",57,2,18.3362358122742
"158",58,2,18.8230019610883
"159",59,2,18.4768943755788
"160",60,2,18.5129538200806
"161",61,2,18.4412443200333
"162",62,2,18.9013402051266
"163",63,2,18.3927687769491
"164",64,2,18.9480916780147
"165",65,2,18.9210300722297
"166",66,2,19.8121293293478
"167",67,2,18.8992743247872
"168",68,2,19.2441588948616
"169",69,2,18.4274305032547
"170",70,2,19.1770061856557
"171",71,2,18.6364663248749
"172",72,2,19.1953702021395
"173",73,2,18.5078683202679
"174",74,2,19.6602352054975
"175",75,2,19.2906971368655
"176",76,2,18.7250456620775
"177",77,2,19.0642001595646
"178",78,2,18.0706252035061
"179",79,2,18.975591428586
"180",80,2,18.6430098569795
"181",81,2,19.1658376604539
"182",82,2,18.4958058462875
"183",83,2,19.0369507776784
"184",84,2,19.9017983706163
"185",85,2,18.8715295876392
"186",86,2,19.3234338538703
"187",87,2,18.7719026135509
"188",88,2,19.1111590965109
"189",89,2,18.4961032368368
"190",90,2,18.58414683555
"191",91,2,18.8212583834542
"192",92,2,17.9859590766031
"193",93,2,18.8590608098889
"194",94,2,18.5521788828155
"195",95,2,18.1074610432266
"196",96,2,18.8950489516356
"197",97,2,18.027829675546
"198",98,2,18.1628282432205
"199",99,2,18.2950380661405
"200",100,2,18.5168386650759
"201",1,3,9.75049766336434
"202",2,3,9.70063111266721
"203",3,3,0
"204",4,3,10.0545213755379
"205",5,3,9.64149752356379
"206",6,3,10.3180779884688
"207",7,3,10.1364390922778
"208",8,3,10.2075236524165
"209",9,3,10.0205398830626
"210",10,3,10.2063088850072
"211",11,3,10.0941963028934
