"","row","col","value"
"1",1,1,0
"2",2,1,9.20687675365349
"3",3,1,9.46591298633821
"4",4,1,9.46492229237069
"5",5,1,9.74801020060643
"6",6,1,9.7830870715459
"7",7,1,10.050978397974
"8",8,1,9.92333587282171
"9",9,1,9.97928907555875
"10",10,1,9.73350583271697
"11",11,1,9.92385654268077
"12",12,1,9.92973951786704
"13",13,1,9.81545166762604
"14",14,1,9.4459034883193
"15",15,1,9.51307766842413
"16",16,1,9.94624766425848
"17",17,1,9.74013883511281
"18",18,1,9.90730309381747
"19",19,1,9.98489639012633
"20",20,1,10.1980279772617
"21",21,1,9.72489421230019
"22",22,1,9.81648718308853
"23",23,1,9.94157279623874
"24",24,1,10.1077535151777
"25",25,1,9.84983123659536
"26",26,1,9.76887373783408
"27",27,1,9.43843365216889
"28",28,1,9.22492597274491
"29",29,1,9.71399060553388
"30",30,1,9.74694166219096
"31",31,1,9.80606130867275
"32",32,1,9.60242656513728
"33",33,1,10.2820642411993
"34",34,1,9.95700236356897
"35",35,1,10.09413950168
"36",36,1,9.53978781290444
"37",37,1,9.91048048733533
"38",38,1,10.3088602313001
"39",39,1,10.1796335213748
"40",40,1,10.2608036288965
"41",41,1,9.64588114769706
"42",42,1,9.58339539888655
"43",43,1,9.9671134840239
"44",44,1,9.77740408848936
"45",45,1,10.322060345541
"46",46,1,10.1547775629223
"47",47,1,10.1884403770651
"48",48,1,9.89140064349284
"49",49,1,10.035617513968
"50",50,1,9.91053534846083
"51",51,1,16.2399017982632
"52",52,1,16.4076231115782
"53",53,1,16.5734868023084
"54",54,1,16.9368742662104
"55",55,1,16.1782085873782
"56",56,1,16.3257286482235
"57",57,1,16.4300430535606
"58",58,1,16.3303628466887
"59",59,1,16.1560633942367
"60",60,1,16.3517105611792
"61",61,1,16.6667356436028
"62",62,1,17.0072762647161
"63",63,1,16.9294076330087
"64",64,1,16.4476847883631
"65",65,1,16.0631695153279
"66",66,1,16.365376866651
"67",67,1,16.0097850234837
"68",68,1,15.8972062690367
"69",69,1,16.2741814183897
"70",70,1,15.9631450345356
"71",71,1,16.1499790518605
"72",72,1,15.5647629726738
"73",73,1,16.151640928167
"74",74,1,16.7405763962587
"75",75,1,16.7136285092777
"76",76,1,15.424838924757
"77",77,1,16.1786921789499
"78",78,1,16.4514820696562
"79",79,1,16.6948102168304
"80",80,1,15.8619832516488
"81",81,1,16.6374438730333
"82",82,1,16.3405389981912
"83",83,1,16.4198871531888
"84",84,1,16.3838101337461
"85",85,1,17.0609374602885
"86",86,1,16.9658607570966
"87",87,1,16.5289145814179
"88",88,1,16.541867310364
"89",89,1,16.1121615775426
"90",90,1,15.9151821686176
"91",91,1,16.7797999701891
"92",92,1,16.8886809882904
"93",93,1,17.6609287463072
"94",94,1,17.0394870037027
"95",95,1,16.6670977756022
"96",96,1,16.9130847655407
"97",97,1,16.3606347793959
"98",98,1,16.8340646241523
"99",99,1,16.6765339672262
"100",100,1,17.0348391310169
"101",1,2,9.20687675365349
"102",2,2,0
"103",3,2,8.61520679222182
"104",4,2,8.44711536186269
"105",5,2,9.10898934669389
"106",6,2,8.94953174314885
"107",7,2,9.53510823609214
